"Time","RelTime","Trial_ID","Larva_ID","Genotype","State","Transducer_factor","Pressure_Level","Plasmid","Period","FileName","CBF","Beat","CBF_MODA","PressVal"
20,-10,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-3800.txt",18.3435751627992,1,8.722228,-1.015
21,-9,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-4000.txt",17.3025348213513,1,8.6806985,-1.05392156862745
22,-8,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-4200.txt",NA,0,8.2295995,-1.05882352941176
23,-7,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-4400.txt",16.2800162800163,1,8.9703735,-1.06862745098039
24,-6,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-4600.txt",18.3099880985077,1,9.8741045,-1.04411764705882
25,-5,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-4800.txt",20.2675314146737,1,9.5195095,-1.015
26,-4,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-5000.txt",18.2648401826484,1,9.19471,-0.975490196078431
27,-3,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-5200.txt",19.2159877017679,1,8.975287,-0.901960784313725
28,-2,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-5400.txt",17.9937022042285,1,8.640141,-0.899999999999999
29,-1,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-5600.txt",20.775982963694,1,8.7691855,-0.906862745098039
30,0,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-5800.txt",16.6181969256336,1,8.604856,81.385
31,1,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-6000.txt",16.4298036638462,1,8.436734,81.7401960784314
32,2,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-6200.txt",16.2800162800163,1,8.725332,82.2941176470588
33,3,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-6400.txt",14.4112984579911,1,8.3400065,84.91
34,4,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-6600.txt",18.8679245283019,1,8.9761325,84.7794117647059
35,5,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-6800.txt",NA,0,8.626217,84.69
36,6,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-7000.txt",17.3025348213513,1,8.565394,84.5833333333333
37,7,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-7200.txt",19.3986420950533,1,8.792198,84.5098039215686
38,8,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-7400.txt",19.54174605501,1,8.281513,84.5
39,9,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-7600.txt",19.7530864197531,1,8.6228505,84.4362745098039
40,10,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-7800.txt",18.5253797702853,1,8.4092645,84.34
41,11,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-8000.txt",17.6475778699374,1,8.615166,84.25
42,12,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-8200.txt",16.6181969256336,1,8.936937,84.1764705882353
43,13,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-8400.txt",18.8679245283019,1,8.7770575,84.055
44,14,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-8600.txt",16.0649022049078,1,8.4562265,84.0147058823529
45,15,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-8800.txt",18.5202333549403,1,8.582963,83.965
46,16,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-9000.txt",16.2800162800163,1,8.6438935,83.828431372549
47,17,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-9200.txt",NA,0,8.2836895,83.7794117647059
48,18,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-9400.txt",19.5656427313637,1,8.9644265,83.75
49,19,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-9600.txt",NA,0,8.25395,83.7352941176471
50,20,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-9800.txt",20.4394481349004,1,8.9828765,83.6862745098039
51,21,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-10000.txt",16.7743017696888,1,8.306052,83.5686274509804
52,22,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-10200.txt",17.710870046491,1,9.032602,83.5294117647059
53,23,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-10400.txt",17.0940170940171,1,8.39792,83.485
54,24,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-10600.txt",14.9510353591986,1,8.8419665,83.3480392156863
55,25,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-10800.txt",19.7530864197531,1,8.442276,83.2843137254902
56,26,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-11000.txt",19.3986420950533,1,8.621138,83.245
57,27,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-11200.txt",17.2302390695671,1,8.5857385,83.1764705882353
58,28,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-11400.txt",17.9937022042285,1,8.2718785,83.035
59,29,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-11600.txt",16.9592130925125,1,8.736534,82.9950980392157
60,30,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_1","210521_M1_L1_E002_Kymo-1-24000_-11800.txt",NA,0,8.4405085,82.9019607843137
61,31,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-12000.txt",18.6933358257781,1,8.7389135,82.825
62,32,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-12200.txt",16.6181969256336,1,8.5225575,82.7794117647059
63,33,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-12400.txt",18.1719062329638,1,8.539997,82.76
64,34,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-12600.txt",18.1719062329638,1,8.180915,82.75
65,35,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-12800.txt",16.6181969256336,1,8.3161905,82.7156862745098
66,36,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-13000.txt",16.6181969256336,1,8.5324295,83.23
67,37,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-13200.txt",17.3641257162702,1,8.508133,83.0098039215686
68,38,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-13400.txt",18.8679245283019,1,8.657979,83.015
69,39,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-13600.txt",17.9937022042285,1,8.36342,82.9509803921569
70,40,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-13800.txt",18.3435751627992,1,8.666307,82.921568627451
71,41,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-14000.txt",16.9592130925125,1,8.39587,82.845
72,42,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-14200.txt",18.6933358257781,1,8.686781,82.7598039215686
73,43,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-14400.txt",17.2980453208787,1,8.315908,82.75
74,44,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-14600.txt",20.271639975674,1,8.927513,82.7401960784314
75,45,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-14800.txt",NA,0,8.400881,82.7107843137255
76,46,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-15000.txt",18.3435751627992,1,8.709153,85.49
77,47,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-15200.txt",NA,0,8.5709355,86.4607843137255
78,48,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-15400.txt",NA,0,8.825993,86.3382352941177
79,49,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-15600.txt",NA,0,8.142598,86.2352941176471
80,50,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-15800.txt",NA,0,7.553388,86.0833333333333
81,51,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-16000.txt",NA,0,8.532805,86.01
82,52,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-16200.txt",16.9592130925125,1,10.19288,85.9558823529412
83,53,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-16400.txt",14.111338460453,1,9.6774395,85.8774509803922
84,54,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-16600.txt",15.7121533506167,1,9.5562455,85.795
85,55,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-16800.txt",14.7666863555818,1,9.2329715,85.7450980392157
86,56,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-17000.txt",18.3637866127996,1,9.5436565,85.725
87,57,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-17200.txt",15.1687523701176,1,9.525114,85.6911764705882
88,58,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-17400.txt",21.5749730312837,1,9.4386145,85.6764705882353
89,59,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-17600.txt",14.6718996442064,1,8.9676255,85.68
90,60,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","During_2","210521_M1_L1_E002_Kymo-1-24000_-17800.txt",17.8348492955235,1,9.2397545,2.37745098039216
91,61,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-18000.txt",19.8422540800635,1,9.414982,-1.025
92,62,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-18200.txt",17.8316690442225,1,9.1316925,-1.02450980392157
93,63,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-18400.txt",19.5656427313637,1,8.8980465,-1.02941176470588
94,64,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-18600.txt",18.5202333549403,1,9.1229395,-1.01
95,65,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-18800.txt",18.1752090149037,1,9.073209,-1.046875
96,66,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-19000.txt",17.8316690442225,1,8.9883075,-1.02083333333333
97,67,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-19200.txt",17.8906878969496,1,9.0048275,-1.046875
98,68,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-19400.txt",15.9955212540489,1,8.835357,-1.03571428571429
99,69,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-19600.txt",18.5202333549403,1,9.0741285,-1.046875
100,70,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-19800.txt",19.9183348272084,1,8.96815,-1.04166666666667
101,71,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-20000.txt",19.0439916206437,1,8.6358615,-1.015625
102,72,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-20200.txt",18.1752090149037,1,8.933168,-1.046875
103,73,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-20400.txt",NA,0,8.769503,-1.05729166666667
104,74,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-20600.txt",18.8679245283019,1,8.9316745,-1.02604166666667
105,75,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-20800.txt",17.4916914465629,1,8.885466,-1.03645833333333
106,76,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-21000.txt",16.479894528675,1,8.9277985,-1.03645833333333
107,77,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-21200.txt",20.271639975674,1,8.9532465,-1.02604166666667
108,78,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-21400.txt",15.938159939435,1,8.719494,-1.03645833333333
109,79,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-21600.txt",16.8152009416513,1,8.7985905,-1.046875
110,80,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-21800.txt",16.6181969256336,1,8.948905,-1.06122448979592
111,81,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-22000.txt",19.3986420950533,1,8.3897945,-1.02551020408163
112,82,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-22200.txt",NA,0,9.193506,-1.015625
113,83,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-22400.txt",NA,0,8.5498335,-1.02604166666667
114,84,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-22600.txt",16.479894528675,1,8.8938945,-1.03645833333333
115,85,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-22800.txt",15.9438775510204,1,8.6991995,-1.046875
116,86,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-23000.txt",20.6249355470764,1,8.9686135,-1.01041666666667
117,87,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-23200.txt",19.5656427313637,1,8.8429995,-1.03645833333333
118,88,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-23400.txt",16.8669618384988,1,8.6342705,-1.03125
119,89,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-23600.txt",17.9937022042285,1,8.6144235,-1.02604166666667
120,90,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","After","210521_M1_L1_E002_Kymo-1-24000_-23800.txt",20.9819555182543,1,NA,NA
1,-29,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-0.txt",19.2159877017679,1,NA,0
2,-28,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-200.txt",18.0245133381399,1,9.244935,0
3,-27,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-400.txt",16.9592130925125,1,8.8345475,0
4,-26,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-600.txt",19.0494332793599,1,9.0830885,0
5,-25,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-800.txt",15.938159939435,1,8.859663,0
6,-24,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-1000.txt",19.2159877017679,1,8.995794,0
7,-23,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-1200.txt",16.2800162800163,1,8.7444475,0
8,-22,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-1400.txt",19.7530864197531,1,8.851328,0
9,-21,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-1600.txt",20.1085863663784,1,8.6030845,0
10,-20,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-1800.txt",18.6933358257781,1,8.892942,0
11,-19,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-2000.txt",18.7731731355892,1,8.700191,0
12,-18,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-2200.txt",18.8688145667248,1,8.8553385,0
13,-17,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-2400.txt",14.3041052782148,1,8.798758,0
14,-16,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-2600.txt",19.0566936636494,1,9.3621255,0
15,-15,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-2800.txt",19.4287934719254,1,10.2499025,0
16,-14,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-3000.txt",19.4354015839852,1,9.173623,0
17,-13,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-3200.txt",17.6475778699374,1,9.122885,0
18,-12,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-3400.txt",17.4687745654642,1,8.6884485,0
19,-11,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-3600.txt",16.9592130925125,1,9.191969,0
20,-10,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-3800.txt",15.4547562012209,1,8.6072665,0
21,-9,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-4000.txt",19.2159877017679,1,9.204534,0
22,-8,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-4200.txt",NA,0,8.619668,0
23,-7,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-4400.txt",17.8316690442225,1,9.1936695,0
24,-6,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-4600.txt",16.9592130925125,1,8.884765,0
25,-5,"210521_M1_L1_E003","210521_M1_L1","WT","positive",2,"556","pLB316","Before","210521_M1_L1_E003_Kymo-1-24000_-4800.txt",17.6475778699374,1,8.7786425,0
