time	frame	PresV	UV
13053	403	0.48	0
13072	404	0.48	0
13090	405	0.47	0
13109	406	0.47	0
13128	407	0.47	0
13147	408	0.48	0
13165	409	0.47	0
13185	410	0.47	0
13203	411	0.47	0
13221	412	0.48	0
13240	412	0.47	0
13259	413	0.47	0
13278	414	0.48	0
13296	415	0.48	0
13316	416	0.47	0
13334	417	0.48	0
13352	418	0.47	0
13371	419	0.48	0
13390	420	0.48	0
13409	421	0.48	0
13427	422	0.48	0
13447	423	0.48	0
13465	424	0.47	0
13484	425	0.47	0
13502	426	0.47	0
13521	427	0.47	0
13540	427	0.47	0
13558	428	0.47	0
13577	429	0.47	0
13596	430	0.47	0
13615	431	0.47	0
13633	432	0.48	0
13652	433	0.47	0
13671	434	0.48	0
13689	435	0.47	0
13708	436	0.47	0
13727	437	0.47	0
13746	438	0.47	0
13764	439	0.47	0
13784	440	0.47	0
13802	441	0.47	0
13820	441	0.48	0
13839	442	0.47	0
13858	443	0.48	0
13877	444	0.47	0
13895	445	0.47	0
13915	446	0.47	0
13933	447	0.47	0
13952	448	0.47	0
13970	449	0.47	0
13989	450	0.48	0
14008	451	0.47	0
14026	452	0.47	0
14046	453	0.47	0
14064	454	0.48	0
14083	455	0.47	0
14101	456	0.48	0
14120	456	0.47	0
14139	457	0.47	0
14157	458	0.48	0
14176	459	0.48	0
14195	460	0.47	0
14214	461	0.47	0
14232	462	0.47	0
14252	463	0.48	0
14270	464	0.47	0
14288	465	0.47	0
14307	466	0.47	0
14326	467	0.48	0
14345	468	0.47	0
14363	469	0.47	0
14383	470	0.47	0
14401	471	0.48	0
14419	471	0.47	0
14438	472	0.47	0
14457	473	0.47	0
14476	474	0.48	0
14494	475	0.47	0
14514	476	0.47	0
14532	477	0.47	0
14551	478	0.47	0
14569	479	0.47	0
14588	480	0.47	0
14607	481	0.47	0
14625	482	0.47	0
14645	483	0.47	0
14663	484	0.47	0
14682	485	0.47	0
14700	485	0.48	0
14720	486	0.47	0
14738	487	0.48	0
14756	488	0.47	0
14775	489	0.47	0
14794	490	0.47	0
14813	491	0.47	0
14831	492	0.47	0
14851	493	0.47	0
14869	494	0.47	0
14887	495	0.47	0
14906	496	0.48	0
14925	497	0.47	0
14944	498	0.47	0
14962	499	0.48	0
14982	500	0.47	0
15000	500	0.47	0
15019	501	0.47	0
15037	502	0.47	0
15056	503	0.47	0
15075	504	0.48	0
15093	505	0.47	0
15113	506	0.47	0
15131	507	0.48	0
15150	508	0.47	0
15168	509	0.47	0
15187	510	0.47	0
15206	511	0.48	0
15224	512	0.47	0
15244	513	0.48	0
15262	514	0.48	0
15281	515	0.47	0
15299	515	0.48	0
15319	516	0.47	0
15337	517	0.48	0
15355	518	0.48	0
15374	519	0.47	0
15393	520	0.48	0
15412	521	0.47	0
15430	522	0.47	0
15450	523	0.47	0
15468	524	0.47	0
15486	525	0.47	0
15505	526	0.47	0
15524	527	0.48	0
15543	528	0.47	0
15561	529	0.47	0
15581	530	0.48	0
15599	530	0.47	0
15618	531	0.48	0
15636	532	0.47	0
15655	533	0.47	0
15674	534	0.47	0
15692	535	0.48	0
15712	536	0.47	0
15730	537	0.47	0
15749	538	0.47	0
15767	539	0.47	0
15787	540	0.48	0
15805	541	0.47	0
15823	542	0.48	0
15843	543	0.47	0
15861	544	0.48	0
15880	544	0.47	0
15898	545	0.48	0
15918	546	0.47	0
15936	547	0.47	0
15954	548	0.47	0
15973	549	0.47	0
15992	550	0.48	0
16011	551	0.47	0
16029	552	0.47	0
16049	553	0.48	0
16067	554	0.48	0
16086	555	0.47	0
16104	556	0.47	0
16123	557	0.47	0
16142	558	0.48	0
16160	558	0.48	0
16180	559	0.48	0
16198	560	0.47	0
16217	561	0.47	0
16235	562	0.48	0
16254	563	0.47	0
16273	564	0.48	0
16291	565	0.47	0
16311	566	0.47	0
16329	567	0.48	0
16348	568	0.47	0
16366	569	0.47	0
16386	570	0.48	0
16404	571	0.47	0
16422	572	0.47	0
16442	573	0.47	0
16460	573	0.47	0
16479	574	0.48	0
16497	575	0.48	0
16517	576	0.47	0
16535	577	0.48	0
16553	578	0.47	0
16572	579	0.47	0
16591	580	0.47	0
16610	581	0.47	0
16628	582	0.47	0
16648	583	0.48	0
16666	584	0.47	0
16685	585	0.47	0
16703	586	0.48	0
16722	587	0.48	0
